Gene_ID,Drug_ID,Association_Label,drug_emb_index,prot_emb_index
PA116,PA164713176,1,2613,2613
PA142671588,PA164713176,1,2614,2614
PA155,PA164713176,1,2615,2615
PA182,PA164713176,1,2616,2616
PA183,PA164713176,0,2617,2617
PA245,PA164713176,1,2618,2618
PA254,PA164713176,1,2619,2619
PA26091,PA164713176,1,2620,2620
PA267,PA164713176,1,2621,2621
PA27848,PA164713176,1,2622,2622
PA29028,PA164713176,1,2623,2623
PA29808,PA164713176,1,2624,2624
PA31744,PA164713176,1,2625,2625
PA327,PA164713176,1,2626,2626
PA331,PA164713176,1,2627,2627
PA36679,PA164713176,1,2628,2628
PA369,PA164713176,1,2629,2629
PA390,PA164713176,1,2630,2630
PA126,PA450595,0,2631,2631
PA267,PA450595,1,2632,2632
PA293,PA450595,1,2633,2633
PA30474,PA450595,1,2634,2634
PA37856,PA450595,1,2635,2635
PA435,PA450595,1,2636,2636
PA107,PA166131580,1,2637,2637
PA327,PA131625240,1,2638,2638
PA359,PA131625240,1,2639,2639
PA420,PA131625240,0,2640,2640
PA27478,PA164764584,1,2641,2641
PA27844,PA166225141,1,2642,2642
PA29444,PA166225141,1,2643,2643
PA30196,PA166225141,1,2644,2644
PA31768,PA166225141,1,2645,2645
PA378,PA449307,1,2646,2646
PA116,PA7000,1,2647,2647
PA123,PA7000,1,2648,2648
PA125,PA7000,1,2649,2649
PA126,PA7000,1,2650,2650
PA130,PA7000,1,2651,2651
PA131,PA7000,1,2652,2652
PA134865839,PA7000,1,2653,2653
PA254,PA7000,1,2654,2654
PA25408,PA7000,1,2655,2655
PA267,PA7000,1,2656,2656
PA28181,PA7000,1,2657,2657
PA30086,PA7000,1,2658,2658
PA30128,PA7000,1,2659,2659
PA329,PA7000,1,2660,2660
PA34183,PA7000,1,2661,2661
PA34335,PA7000,1,2662,2662
PA37302,PA7000,1,2663,2663
PA419,PA7000,1,2664,2664
PA420,PA7000,0,2665,2665
PA435,PA7000,1,2666,2666
PA7360,PA7000,1,2667,2667
PA42,PA452640,1,2668,2668
PA80,PA452640,1,2669,2669
PA28469,PA164712515,1,2670,2670
PA31945,PA164713301,1,2671,2671
PA25408,PA166179867,1,2672,2672
PA420,PA166179867,1,2673,2673
PA128,PA10284,1,2674,2674
PA35056,PA10026,0,2675,2675
PA35056,PA10066,0,2676,2676
PA35056,PA10074,0,2677,2677
PA35056,PA10715,1,2678,2678
PA35056,PA143485705,0,2679,2679
PA35056,PA152241907,1,2680,2680
PA35056,PA164712499,1,2681,2681
PA35056,PA164712887,1,2682,2682
PA35056,PA164713242,1,2683,2683
PA35056,PA164742970,1,2684,2684
PA35056,PA164742987,1,2685,2685
PA35056,PA164745442,1,2686,2686
PA35056,PA164746820,1,2687,2687
PA35056,PA164749390,1,2688,2688
PA35056,PA164779048,1,2689,2689
PA35056,PA164781042,1,2690,2690
PA35056,PA164783479,0,2691,2691
PA35056,PA164784024,1,2692,2692
PA35056,PA165291492,1,2693,2693
PA35056,PA166115521,1,2694,2694
PA35056,PA166184501,1,2695,2695
PA35056,PA166184503,1,2696,2696
PA35056,PA166184505,1,2697,2697
PA35056,PA166251381,1,2698,2698
PA35056,PA448004,1,2699,2699
PA35056,PA448015,0,2700,2700
PA35056,PA448018,1,2701,2701
PA35056,PA448320,0,2702,2702
PA35056,PA448385,0,2703,2703
PA35056,PA448406,1,2704,2704
PA35056,PA448687,0,2705,2705
PA35056,PA448689,0,2706,2706
PA35056,PA448785,0,2707,2707
PA35056,PA449015,0,2708,2708
PA35056,PA449035,1,2709,2709
PA35056,PA449061,1,2710,2710
PA35056,PA449211,1,2711,2711
PA35056,PA449283,0,2712,2712
PA35056,PA449673,0,2713,2713
PA35056,PA450037,1,2714,2714
PA35056,PA450112,1,2715,2715
PA35056,PA450163,1,2716,2716
PA35056,PA450164,0,2717,2717
PA35056,PA450413,1,2718,2718
PA35056,PA450422,1,2719,2719
PA35056,PA450519,1,2720,2720
PA35056,PA450522,0,2721,2721
PA35056,PA450530,0,2722,2722
PA35056,PA450616,0,2723,2723
PA35056,PA450657,0,2724,2724
PA35056,PA450688,0,2725,2725
PA35056,PA450732,0,2726,2726
PA35056,PA450801,0,2727,2727
PA35056,PA450842,1,2728,2728
PA35056,PA450911,0,2729,2729
PA35056,PA450947,0,2730,2730
PA35056,PA451156,0,2731,2731
PA35056,PA451201,0,2732,2732
PA35056,PA451241,1,2733,2733
PA35056,PA451257,0,2734,2734
PA35056,PA451333,0,2735,2735
PA35056,PA451494,1,2736,2736
PA35056,PA451547,1,2737,2737
PA35056,PA451686,1,2738,2738
PA35056,PA451744,0,2739,2739
PA35056,PA451846,0,2740,2740
PA35056,PA451866,0,2741,2741
PA35056,PA451974,0,2742,2742
PA35056,PA451978,1,2743,2743
PA35056,PA451999,1,2744,2744
PA35056,PA452639,1,2745,2745
PA36552,PA164713160,1,2746,2746
PA36552,PA164713366,1,2747,2747
PA36552,PA449692,1,2748,2748
PA36552,PA450428,1,2749,2749
PA36552,PA451089,1,2750,2750
PA36552,PA451578,1,2751,2751
PA134865839,PA143414738,1,2752,2752
PA203,PA164712711,1,2753,2753
PA126,PA166182720,1,2754,2754
PA245,PA450645,1,2755,2755
PA128,PA448383,1,2756,2756
PA130,PA448383,1,2757,2757
PA131,PA448383,1,2758,2758
PA142671259,PA448383,1,2759,2759
PA211,PA448383,1,2760,2760
PA212,PA448383,1,2761,2761
PA267,PA448383,1,2762,2762
PA27112,PA448383,1,2763,2763
PA304,PA448383,1,2764,2764
PA107,PA166321761,1,2765,2765
PA301,PA10888,1,2766,2766
PA301,PA448785,1,2767,2767
PA301,PA449533,1,2768,2768
PA301,PA450164,1,2769,2769
PA301,PA450206,1,2770,2770
PA301,PA450732,1,2771,2771
PA301,PA450947,1,2772,2772
PA301,PA451846,1,2773,2773
PA31744,PA449298,1,2774,2774
PA24933,PA10040,1,2775,2775
PA24933,PA162373091,1,2776,2776
PA24933,PA166122986,1,2777,2777
PA24933,PA448771,1,2778,2778
PA24933,PA450085,1,2779,2779
PA25294,PA451522,1,2780,2780
PA34896,PA451522,1,2781,2781
PA85,PA451522,1,2782,2782
PA126,PA450150,1,2783,2783
PA128,PA450150,1,2784,2784
PA30474,PA450150,1,2785,2785
PA37856,PA450150,1,2786,2786
PA435,PA450150,1,2787,2787
PA378,PA164749137,1,2788,2788
PA125,PA450546,1,2789,2789
PA131,PA450546,1,2790,2790
PA244,PA450546,1,2791,2791
PA35845,PA450546,1,2792,2792
PA37178,PA450546,1,2793,2793
PA43,PA146096020,1,2794,2794
PA43,PA164712308,1,2795,2795
PA43,PA164713347,1,2796,2796
PA43,PA448500,1,2797,2797
PA43,PA448765,1,2798,2798
PA43,PA448780,1,2799,2799
PA43,PA450084,1,2800,2800
PA43,PA450268,1,2801,2801
PA43,PA450877,1,2802,2802
PA267,PA165110729,0,2803,2803
PA390,PA165110729,1,2804,2804
PA123,PA10026,0,2805,2805
PA123,PA10066,0,2806,2806
PA123,PA10074,0,2807,2807
PA123,PA10804,1,2808,2808
PA123,PA131887008,1,2809,2809
PA123,PA154410481,0,2810,2810
PA123,PA164712505,1,2811,2811
PA123,PA164712708,1,2812,2812
PA123,PA164746157,1,2813,2813
PA123,PA164781343,1,2814,2814
PA123,PA164783479,0,2815,2815
PA123,PA164784021,1,2816,2816
PA123,PA165110351,1,2817,2817
PA123,PA165111696,1,2818,2818
PA123,PA165111698,1,2819,2819
PA123,PA165111722,1,2820,2820
PA123,PA165260403,1,2821,2821
PA123,PA166176033,1,2822,2822
PA123,PA166178554,1,2823,2823
PA123,PA166182883,1,2824,2824
PA123,PA448385,0,2825,2825
PA123,PA448685,1,2826,2826
PA123,PA448687,0,2827,2827
PA123,PA448689,0,2828,2828
PA123,PA448691,1,2829,2829
PA123,PA448785,0,2830,2830
PA123,PA448926,1,2831,2831
PA123,PA449015,0,2832,2832
PA123,PA449053,0,2833,2833
PA123,PA449165,1,2834,2834
PA123,PA449283,0,2835,2835
PA123,PA449412,1,2836,2836
PA123,PA449441,0,2837,2837
PA123,PA449527,1,2838,2838
PA123,PA449655,0,2839,2839
PA123,PA449673,0,2840,2840
PA123,PA449964,1,2841,2841
PA123,PA450112,1,2842,2842
PA123,PA450144,1,2843,2843
PA123,PA450163,1,2844,2844
PA123,PA450164,0,2845,2845
PA123,PA450344,1,2846,2846
PA123,PA450369,1,2847,2847
PA123,PA450373,1,2848,2848
PA123,PA450401,0,2849,2849
PA123,PA450428,1,2850,2850
PA123,PA450496,1,2851,2851
PA123,PA450522,0,2852,2852
PA123,PA450530,0,2853,2853
PA123,PA450616,0,2854,2854
PA123,PA450626,0,2855,2855
PA123,PA450657,0,2856,2856
PA123,PA450688,0,2857,2857
PA123,PA450732,0,2858,2858
PA123,PA450801,0,2859,2859
PA123,PA450911,1,2860,2860
PA123,PA450947,0,2861,2861
PA123,PA451141,0,2862,2862
PA123,PA451182,1,2863,2863
PA123,PA451201,0,2864,2864
PA123,PA451250,1,2865,2865
PA123,PA451257,0,2866,2866
PA123,PA451316,1,2867,2867
PA123,PA451333,0,2868,2868
PA123,PA451344,1,2869,2869
PA123,PA451494,1,2870,2870
PA123,PA451581,0,2871,2871
PA123,PA451668,1,2872,2872
PA123,PA451686,1,2873,2873
PA123,PA451735,0,2874,2874
PA123,PA451744,0,2875,2875
PA123,PA451846,0,2876,2876
PA123,PA451866,0,2877,2877
PA123,PA451954,1,2878,2878
PA123,PA451974,0,2879,2879
PA123,PA452609,1,2880,2880
PA123,PA452618,1,2881,2881
PA123,PA452621,1,2882,2882
PA123,PA7000,1,2883,2883
PA34,PA164712344,1,2884,2884
PA34,PA449396,1,2885,2885
PA34,PA449470,1,2886,2886
PA34,PA450121,1,2887,2887
PA34,PA450431,1,2888,2888
PA34,PA450631,1,2889,2889
PA34,PA450649,1,2890,2890
PA34,PA450935,1,2891,2891
PA266,PA152241907,1,2892,2892
PA266,PA164747170,1,2893,2893
PA266,PA164747674,1,2894,2894
PA266,PA164920420,1,2895,2895
PA266,PA165110439,1,2896,2896
PA266,PA165290933,1,2897,2897
PA266,PA165291472,1,2898,2898
PA266,PA166153469,1,2899,2899
PA266,PA166153470,1,2900,2900
PA266,PA166153471,1,2901,2901
PA266,PA166182723,1,2902,2902
PA266,PA448432,1,2903,2903
PA266,PA449383,1,2904,2904
PA266,PA449563,1,2905,2905
PA266,PA450196,1,2906,2906
PA266,PA451581,1,2907,2907
PA266,PA451743,1,2908,2908
PA155,PA166122986,1,2909,2909
PA182,PA166122986,1,2910,2910
PA183,PA166122986,1,2911,2911
PA24933,PA166122986,1,2912,2912
PA369,PA166122986,1,2913,2913
PA131,PA166163740,1,2914,2914
PA267,PA166163740,1,2915,2915
PA390,PA166163740,1,2916,2916
PA107,PA448771,1,2917,2917
PA130,PA448771,1,2918,2918
PA131,PA448771,1,2919,2919
PA134956204,PA448771,1,2920,2920
PA145,PA448771,0,2921,2921
PA155,PA448771,1,2922,2922
PA182,PA448771,0,2923,2923
PA183,PA448771,1,2924,2924
PA245,PA448771,1,2925,2925
PA24933,PA448771,1,2926,2926
PA267,PA448771,1,2927,2927
PA27091,PA448771,1,2928,2928
PA27092,PA448771,1,2929,2929
PA27844,PA448771,1,2930,2930
PA29028,PA448771,1,2931,2931
PA293,PA448771,1,2932,2932
PA33942,PA448771,1,2933,2933
PA359,PA448771,0,2934,2934
PA37302,PA448771,1,2935,2935
PA390,PA448771,1,2936,2936
PA420,PA448771,1,2937,2937
PA27121,PA164713404,1,2938,2938
PA28469,PA164713404,1,2939,2939
PA116,PA451879,1,2940,2940
PA130,PA451879,1,2941,2941
PA131,PA451879,0,2942,2942
PA134956204,PA451879,0,2943,2943
PA142671060,PA451879,1,2944,2944
PA165585763,PA451879,1,2945,2945
PA244,PA451879,1,2946,2946
PA24413,PA451879,1,2947,2947
PA25302,PA451879,1,2948,2948
PA25321,PA451879,1,2949,2949
PA25384,PA451879,1,2950,2950
PA25724,PA451879,1,2951,2951
PA267,PA451879,1,2952,2952
PA26847,PA451879,1,2953,2953
PA28586,PA451879,1,2954,2954
PA29016,PA451879,1,2955,2955
PA29731,PA451879,1,2956,2956
PA35602,PA451879,1,2957,2957
PA359,PA451879,0,2958,2958
PA376,PA451879,1,2959,2959
PA378,PA451879,1,2960,2960
PA38592,PA451879,1,2961,2961
PA39,PA10079,1,2962,2962
PA39,PA10832,1,2963,2963
PA39,PA134687887,1,2964,2964
PA39,PA134687907,1,2965,2965
PA39,PA151249535,1,2966,2966
PA39,PA164712308,1,2967,2967
PA39,PA164712372,1,2968,2968
PA39,PA164712535,1,2969,2969
PA39,PA164712541,1,2970,2970
PA39,PA164743150,1,2971,2971
PA39,PA164769056,1,2972,2972
PA39,PA165958382,1,2973,2973
PA39,PA448068,1,2974,2974
PA39,PA448499,1,2975,2975
PA39,PA448561,1,2976,2976
PA39,PA448817,1,2977,2977
PA39,PA449319,1,2978,2978
PA39,PA449456,1,2979,2979
PA39,PA449466,1,2980,2980
PA39,PA449470,1,2981,2981
PA39,PA449599,1,2982,2982
PA39,PA450121,1,2983,2983
PA39,PA450390,1,2984,2984
PA39,PA450480,1,2985,2985
PA39,PA450573,1,2986,2986
PA39,PA450935,1,2987,2987
PA39,PA450966,1,2988,2988
PA39,PA451141,1,2989,2989
PA39,PA451145,1,2990,2990
PA39,PA451232,1,2991,2991
PA39,PA451257,1,2992,2992
PA39,PA451258,1,2993,2993
PA39,PA451300,1,2994,2994
PA39,PA451341,1,2995,2995
PA39,PA451457,1,2996,2996
PA39,PA451483,1,2997,2997
PA39,PA451616,1,2998,2998
PA134952671,PA166122593,1,2999,2999
PA166049147,PA166122593,0,3000,3000
PA128,PA10026,0,3001,3001
PA128,PA10035,1,3002,3002
PA128,PA10066,0,3003,3003
PA128,PA10074,0,3004,3004
PA128,PA10268,1,3005,3005
PA128,PA10284,1,3006,3006
PA128,PA10352,1,3007,3007
PA128,PA130150436,1,3008,3008
PA128,PA130620651,1,3009,3009
PA128,PA131301952,0,3010,3010
PA128,PA131887008,1,3011,3011
PA128,PA133950441,1,3012,3012
PA128,PA134308647,1,3013,3013
PA128,PA134687907,1,3014,3014
PA128,PA134687924,1,3015,3015
PA128,PA134687937,1,3016,3016
PA128,PA134687942,1,3017,3017
PA128,PA134687947,1,3018,3018
PA128,PA134688071,0,3019,3019
PA128,PA140222719,0,3020,3020
PA128,PA144614922,0,3021,3021
PA128,PA151958426,1,3022,3022
PA128,PA153619853,1,3023,3023
PA128,PA161199368,1,3024,3024
PA128,PA161925594,1,3025,3025
PA128,PA163518919,0,3026,3026
PA128,PA164712732,1,3027,3027
PA128,PA164712951,1,3028,3028
PA128,PA164713257,1,3029,3029
PA128,PA164743150,1,3030,3030
PA128,PA164743236,1,3031,3031
PA128,PA164743977,1,3032,3032
PA128,PA164744510,1,3033,3033
PA128,PA164746007,1,3034,3034
PA128,PA164746757,0,3035,3035
PA128,PA164749474,1,3036,3036
PA128,PA164754754,1,3037,3037
PA128,PA164754755,1,3038,3038
PA128,PA164754992,1,3039,3039
PA128,PA164769056,1,3040,3040
PA128,PA164774901,1,3041,3041
PA128,PA164777036,1,3042,3042
PA128,PA164783479,0,3043,3043
PA128,PA164784002,1,3044,3044
PA128,PA164924561,1,3045,3045
PA128,PA165860812,0,3046,3046
PA128,PA165958374,1,3047,3047
PA128,PA165958376,1,3048,3048
PA128,PA166110256,0,3049,3049
PA128,PA166115580,1,3050,3050
PA128,PA166121346,1,3051,3051
PA128,PA166122595,1,3052,3052
PA128,PA166123486,1,3053,3053
PA128,PA166124478,0,3054,3054
PA128,PA166151992,0,3055,3055
PA128,PA166152940,1,3056,3056
PA128,PA166153416,0,3057,3057
PA128,PA166153431,1,3058,3058
PA128,PA166160053,1,3059,3059
PA128,PA166161216,1,3060,3060
PA128,PA166163418,1,3061,3061
PA128,PA166169881,1,3062,3062
PA128,PA166170051,1,3063,3063
PA128,PA166175998,1,3064,3064
PA128,PA166176027,1,3065,3065
PA128,PA166176885,0,3066,3066
PA128,PA166177476,1,3067,3067
PA128,PA166177513,1,3068,3068
PA128,PA166177519,1,3069,3069
PA128,PA166183939,1,3070,3070
PA128,PA166184061,1,3071,3071
PA128,PA166184233,1,3072,3072
PA128,PA166184235,1,3073,3073
PA128,PA166184497,1,3074,3074
PA128,PA166184711,1,3075,3075
PA128,PA166185163,1,3076,3076
PA128,PA166189803,1,3077,3077
PA128,PA166210801,1,3078,3078
PA128,PA166223601,1,3079,3079
PA128,PA166246281,1,3080,3080
PA128,PA166251581,1,3081,3081
PA128,PA166278341,1,3082,3082
PA128,PA166289881,1,3083,3083
PA128,PA166353841,1,3084,3084
PA128,PA448011,0,3085,3085
PA128,PA448015,1,3086,3086
PA128,PA448073,1,3087,3087
PA128,PA448383,1,3088,3088
PA128,PA448385,0,3089,3089
PA128,PA448405,1,3090,3090
PA128,PA448408,1,3091,3091
PA128,PA448497,1,3092,3092
PA128,PA448499,0,3093,3093
PA128,PA448500,1,3094,3094
PA128,PA448611,1,3095,3095
PA128,PA448641,0,3096,3096
PA128,PA448685,1,3097,3097
PA128,PA448687,0,3098,3098
PA128,PA448689,0,3099,3099
PA128,PA448785,0,3100,3100
PA128,PA448817,0,3101,3101
PA128,PA448871,0,3102,3102
PA128,PA448960,1,3103,3103
PA128,PA448964,1,3104,3104
PA128,PA449009,1,3105,3105
PA128,PA449015,0,3106,3106
PA128,PA449048,0,3107,3107
PA128,PA449051,1,3108,3108
PA128,PA449061,0,3109,3109
PA128,PA449088,0,3110,3110
PA128,PA449092,1,3111,3111
PA128,PA449233,1,3112,3112
PA128,PA449273,0,3113,3113
PA128,PA449283,0,3114,3114
PA128,PA449373,1,3115,3115
PA128,PA449390,0,3116,3116
PA128,PA449394,1,3117,3117
PA128,PA449409,0,3118,3118
PA128,PA449599,1,3119,3119
PA128,PA449646,0,3120,3120
PA128,PA449673,0,3121,3121
PA128,PA449676,1,3122,3122
PA128,PA449688,0,3123,3123
PA128,PA449690,0,3124,3124
PA128,PA449726,1,3125,3125
PA128,PA449809,1,3126,3126
PA128,PA449841,0,3127,3127
PA128,PA449900,0,3128,3128
PA128,PA449918,1,3129,3129
PA128,PA449957,1,3130,3130
PA128,PA449969,0,3131,3131
PA128,PA450149,1,3132,3132
PA128,PA450150,1,3133,3133
PA128,PA450164,0,3134,3134
PA128,PA450203,1,3135,3135
PA128,PA450272,1,3136,3136
PA128,PA450322,0,3137,3137
PA128,PA450338,1,3138,3138
PA128,PA450401,0,3139,3139
PA128,PA450464,0,3140,3140
PA128,PA450475,0,3141,3141
PA128,PA450480,0,3142,3142
PA128,PA450488,1,3143,3143
PA128,PA450522,0,3144,3144
PA128,PA450530,0,3145,3145
PA128,PA450550,1,3146,3146
PA128,PA450603,1,3147,3147
PA128,PA450616,1,3148,3148
PA128,PA450626,1,3149,3149
PA128,PA450657,0,3150,3150
PA128,PA450688,0,3151,3151
PA128,PA450705,0,3152,3152
PA128,PA450732,0,3153,3153
PA128,PA450741,0,3154,3154
PA128,PA450801,0,3155,3155
PA128,PA450882,1,3156,3156
PA128,PA450947,0,3157,3157
PA128,PA450965,1,3158,3158
PA128,PA450966,1,3159,3159
PA128,PA450970,1,3160,3160
PA128,PA451103,0,3161,3161
PA128,PA451128,1,3162,3162
PA128,PA451131,0,3163,3163
PA128,PA451145,0,3164,3164
PA128,PA451168,1,3165,3165
PA128,PA451201,0,3166,3166
PA128,PA451209,1,3167,3167
PA128,PA451213,1,3168,3168
PA128,PA451221,1,3169,3169
PA128,PA451257,0,3170,3170
PA128,PA451260,1,3171,3171
PA128,PA451333,0,3172,3172
PA128,PA451363,0,3173,3173
PA128,PA451457,0,3174,3174
PA128,PA451527,1,3175,3175
PA128,PA451547,1,3176,3176
PA128,PA451581,0,3177,3177
PA128,PA451583,1,3178,3178
PA128,PA451614,1,3179,3179
PA128,PA451666,1,3180,3180
PA128,PA451690,1,3181,3181
PA128,PA451731,1,3182,3182
PA128,PA451735,0,3183,3183
PA128,PA451744,0,3184,3184
PA128,PA451791,1,3185,3185
PA128,PA451846,0,3186,3186
PA128,PA451866,0,3187,3187
PA128,PA451946,1,3188,3188
PA128,PA451974,0,3189,3189
PA128,PA452229,1,3190,3190
PA128,PA452233,0,3191,3191
PA128,PA452610,1,3192,3192
PA128,PA452616,0,3193,3193
PA128,PA452618,1,3194,3194
PA128,PA452621,0,3195,3195
PA128,PA452629,0,3196,3196
PA136,PA164712362,1,3197,3197
PA136,PA164712462,1,3198,3198
PA136,PA164712741,1,3199,3199
PA136,PA448687,1,3200,3200
PA136,PA449376,1,3201,3201
PA136,PA450213,1,3202,3202
PA136,PA450588,1,3203,3203
PA136,PA451566,1,3204,3204
PA136,PA452618,1,3205,3205
PA136,PA452619,1,3206,3206
PA124,PA166272922,1,3207,3207
PA117,PA451527,1,3208,3208
PA128,PA451527,1,3209,3209
PA130,PA451527,1,3210,3210
PA131,PA451527,0,3211,3211
PA267,PA451527,1,3212,3212
PA31945,PA451527,1,3213,3213
PA267,PA451609,1,3214,3214
PA388,PA10005,1,3215,3215
PA388,PA10204,1,3216,3216
PA388,PA133950441,1,3217,3217
PA388,PA134711723,1,3218,3218
PA388,PA448997,1,3219,3219
PA388,PA450180,1,3220,3220
PA388,PA450428,0,3221,3221
PA388,PA450704,1,3222,3222
PA388,PA450774,1,3223,3223
PA388,PA451954,1,3224,3224
PA33799,PA166238763,1,3225,3225
PA33809,PA166238763,1,3226,3226
PA35026,PA166238763,1,3227,3227
PA109,PA166190041,0,3228,3228
PA134956204,PA448515,1,3229,3229
PA152208656,PA448515,1,3230,3230
PA182,PA448515,1,3231,3231
PA183,PA448515,1,3232,3232
PA267,PA448515,1,3233,3233
PA29028,PA448515,1,3234,3234
PA29973,PA448515,1,3235,3235
PA35066,PA448515,1,3236,3236
PA35072,PA448515,1,3237,3237
PA356,PA448515,0,3238,3238
PA359,PA448515,1,3239,3239
PA397,PA448515,1,3240,3240
PA39,PA10079,1,3241,3241
PA37,PA165945764,1,3242,3242
PA38,PA165945764,1,3243,3243
PA130,PA449977,1,3244,3244
PA267,PA449977,1,3245,3245
PA420,PA449977,0,3246,3246
PA128,PA164754754,1,3247,3247
PA31111,PA165291493,1,3248,3248
PA28469,PA166123066,1,3249,3249
PA134915280,PA166400162,1,3250,3250
PA28386,PA164746560,1,3251,3251
PA28386,PA164749406,1,3252,3252
PA28386,PA449693,1,3253,3253
PA28386,PA449804,1,3254,3254
PA28386,PA451835,1,3255,3255
PA37069,PA166184562,1,3256,3256
PA378,PA127840611,1,3257,3257
PA124,PA448817,1,3258,3258
PA126,PA448817,1,3259,3259
PA128,PA448817,0,3260,3260
PA134865839,PA448817,1,3261,3261
PA180,PA448817,1,3262,3262
PA267,PA448817,1,3263,3263
PA28941,PA448817,1,3264,3264
PA37,PA448817,1,3265,3265
PA38,PA448817,1,3266,3266
PA39,PA448817,1,3267,3267
PA420,PA448817,0,3268,3268
PA420,PA166240141,1,3269,3269
PA35,PA164713257,1,3270,3270
PA35,PA164752812,1,3271,3271
PA35,PA448499,1,3272,3272
PA35,PA448665,1,3273,3273
PA35,PA449051,1,3274,3274
PA35,PA449256,1,3275,3275
PA35,PA449396,1,3276,3276
PA35,PA449470,1,3277,3277
PA35,PA450121,1,3278,3278
PA35,PA450464,1,3279,3279
PA35,PA450649,1,3280,3280
PA35,PA451946,1,3281,3281
PA31274,PA164744372,0,3282,3282
PA31274,PA164754913,1,3283,3283
PA31274,PA164784023,1,3284,3284
PA31274,PA166228921,1,3285,3285
PA31274,PA166241781,1,3286,3286
PA31274,PA166241801,1,3287,3287
PA31274,PA166242401,1,3288,3288
PA31274,PA166242461,1,3289,3289
PA31274,PA166292901,1,3290,3290
PA31274,PA166292902,1,3291,3291
PA31274,PA449753,1,3292,3292
PA31274,PA450137,0,3293,3293
PA31274,PA450608,1,3294,3294
PA31274,PA451512,0,3295,3295
PA31274,PA451704,1,3296,3296
PA31274,PA452167,1,3297,3297
PA156,PA449415,1,3298,3298
PA267,PA449415,1,3299,3299
PA28469,PA449415,1,3300,3300
PA378,PA449415,1,3301,3301
PA80,PA164712308,1,3302,3302
PA80,PA448500,1,3303,3303
PA80,PA449456,1,3304,3304
PA80,PA450242,1,3305,3305
PA80,PA452640,1,3306,3306
PA116,PA131285527,1,3307,3307
PA121,PA131285527,0,3308,3308
PA130,PA131285527,1,3309,3309
PA131,PA131285527,1,3310,3310
PA142671588,PA131285527,1,3311,3311
PA155,PA131285527,1,3312,3312
PA182,PA131285527,0,3313,3313
PA183,PA131285527,1,3314,3314
PA245,PA131285527,1,3315,3315
PA254,PA131285527,1,3316,3316
PA267,PA131285527,1,3317,3317
PA27848,PA131285527,1,3318,3318
PA29028,PA131285527,1,3319,3319
PA293,PA131285527,1,3320,3320
PA31744,PA131285527,1,3321,3321
PA33529,PA131285527,1,3322,3322
PA359,PA131285527,0,3323,3323
PA37181,PA131285527,0,3324,3324
PA37182,PA131285527,0,3325,3325
PA37302,PA131285527,1,3326,3326
PA390,PA131285527,1,3327,3327
PA395,PA131285527,1,3328,3328
PA420,PA131285527,0,3329,3329
PA116,PA146123005,1,3330,3330
PA267,PA146123005,1,3331,3331
PA128,PA164744510,1,3332,3332
PA26847,PA164760860,1,3333,3333
PA26847,PA449165,1,3334,3334
PA26847,PA449177,1,3335,3335
PA26847,PA449212,1,3336,3336
PA26847,PA449412,1,3337,3337
PA26847,PA450379,1,3338,3338
PA26847,PA450428,1,3339,3339
PA26847,PA451663,1,3340,3340
PA26847,PA451879,1,3341,3341
PA29973,PA164749390,1,3342,3342
PA29973,PA164783990,1,3343,3343
PA29973,PA164784024,1,3344,3344
PA29973,PA448515,1,3345,3345
PA29973,PA450379,1,3346,3346
PA29973,PA450428,1,3347,3347
PA29973,PA451241,1,3348,3348
PA29973,PA452634,1,3349,3349
PA28469,PA451106,0,3350,3350
PA125,PA451234,1,3351,3351
PA130,PA451234,1,3352,3352
PA134865839,PA451234,0,3353,3353
PA142671259,PA451234,1,3354,3354
PA217,PA451234,1,3355,3355
PA36394,PA451234,1,3356,3356
PA378,PA451234,1,3357,3357
PA130,PA10202,1,3358,3358
PA212,PA10202,1,3359,3359
PA130,PA449905,1,3360,3360
PA267,PA449905,1,3361,3361
PA378,PA449905,1,3362,3362
PA128,PA450338,1,3363,3363
PA113,PA166268781,1,3364,3364
PA114,PA166268781,1,3365,3365
PA26487,PA166268781,1,3366,3366
PA26490,PA166268781,1,3367,3367
PA26491,PA166268781,1,3368,3368
PA26492,PA166268781,1,3369,3369
PA26494,PA166268781,1,3370,3370
PA26498,PA166268781,1,3371,3371
PA130,PA165906891,0,3372,3372
PA34335,PA165906891,1,3373,3373
PA245,PA10505,1,3374,3374
PA245,PA10810,1,3375,3375
PA245,PA128406956,1,3376,3376
PA245,PA130232992,1,3377,3377
PA245,PA131285527,1,3378,3378
PA245,PA164713176,1,3379,3379
PA245,PA164713398,1,3380,3380
PA245,PA165290929,1,3381,3381
PA245,PA166182939,1,3382,3382
PA245,PA448561,1,3383,3383
PA245,PA448603,1,3384,3384
PA245,PA448771,1,3385,3385
PA245,PA448785,1,3386,3386
PA245,PA448794,1,3387,3387
PA245,PA448803,1,3388,3388
PA245,PA449014,1,3389,3389
PA245,PA449061,1,3390,3390
PA245,PA449376,1,3391,3391
PA245,PA449412,1,3392,3392
PA245,PA449692,1,3393,3393
PA245,PA450198,1,3394,3394
PA245,PA450213,1,3395,3395
PA245,PA450379,1,3396,3396
PA245,PA450428,0,3397,3397
PA245,PA450645,1,3398,3398
PA245,PA450688,1,3399,3399
PA245,PA450911,1,3400,3400
PA245,PA450947,1,3401,3401
PA245,PA451089,1,3402,3402
PA245,PA451547,1,3403,3403
